Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	immuno
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	inflam
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	inflam
skin	inf_ctl	down	comp361941	AOC3_RAT	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (VP97) (Vascular adhesion protein 1) (VAP-1)	-1.444503929	3.997763707	10.12133541	0.001465628	0.048927703	"GO:0010828, GO:0002675, GO:0007155, GO:0009308, GO:0042755, GO:0002523, GO:0005615, GO:0005576, GO:0048038, GO:0016641, GO:0005507"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"positive regulation of glucose transmembrane transport, positive regulation of acute inflammatory response, cell adhesion, amine metabolic process, eating behavior, leukocyte migration involved in inflammatory response, extracellular space, extracellular region, quinone binding, oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor, copper ion binding "	inflam
skin	inf_ctl	down	comp351452	K1C15_SHEEP	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	-2.767297891	8.28E+00	15.27882057	9.28E-05	0.007534804	GO:0005882	CC	intermediate filament 	keratin
skin	inf_ctl	down	comp353137	K1C15_SHEEP	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	-1.798760651	4.386352558	12.14095337	0.000493266	0.02407014	GO:0005882	CC	intermediate filament 	keratin
skin	inf_ctl	down	comp112170	CO3_MOUSE	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-3.451677215	2.00E+00	19.82255929	8.50E-06	0.001499334	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	leukocyte
skin	inf_ctl	down	comp28038	CO3_HUMAN	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	-2.853074554	1.049947387	11.26399784	0.000790248	0.033229101	"GO:0010828, GO:0006958, GO:0006957, GO:0030449, GO:0002675, GO:0045745, GO:0010866, GO:0010884, GO:0002864, GO:0060100, GO:0002922, GO:0010575, GO:0010954, GO:0002888, GO:0097242, GO:0043277, GO:0043312, GO:0048260, GO:1905114, GO:0002891, GO:0005615, GO:0035578, GO:0070062, GO:0005576, GO:0004866, GO:0001664"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"positive regulation of glucose transmembrane transport, complement activation, classical pathway, complement activation, alternative pathway, regulation of complement activation, positive regulation of acute inflammatory response, positive regulation of G protein-coupled receptor signaling pathway, regulation of triglyceride biosynthetic process, positive regulation of lipid storage, regulation of acute inflammatory response to antigenic stimulus, positive regulation of phagocytosis, engulfment, positive regulation of humoral immune response, positive regulation of vascular endothelial growth factor production, positive regulation of protein processing, positive regulation of myeloid leukocyte mediated immunity, amyloid-beta clearance, apoptotic cell clearance, neutrophil degranulation, positive regulation of receptor-mediated endocytosis, cell surface receptor signaling pathway involved in cell-cell signaling, positive regulation of immunoglobulin mediated immune response, extracellular space, azurophil granule lumen, extracellular exosome, extracellular region, endopeptidase inhibitor activity, G protein-coupled receptor binding "	leukocyte
skin	inf_ctl	down	comp361941	AOC3_RAT	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (VP97) (Vascular adhesion protein 1) (VAP-1)	-1.444503929	3.997763707	10.12133541	0.001465628	0.048927703	"GO:0010828, GO:0002675, GO:0007155, GO:0009308, GO:0042755, GO:0002523, GO:0005615, GO:0005576, GO:0048038, GO:0016641, GO:0005507"	"BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"positive regulation of glucose transmembrane transport, positive regulation of acute inflammatory response, cell adhesion, amine metabolic process, eating behavior, leukocyte migration involved in inflammatory response, extracellular space, extracellular region, quinone binding, oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor, copper ion binding "	leukocyte
skin	inf_ctl	down	comp362595	EMIL1_MOUSE	EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1)	-1.449622138	1.637174665	12.12872109	0.000496512	0.024168863	"GO:0060394, GO:0048251, GO:0007155, GO:0030198, GO:1901203, GO:1905522, GO:1904027, GO:0030512, GO:0065003, GO:0032966, GO:0005615, GO:0062023, GO:0005576, GO:0005178, GO:0098634, GO:0005201"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF"	"negative regulation of pathway-restricted SMAD protein phosphorylation, elastic fiber assembly, cell adhesion, extracellular matrix organization, positive regulation of extracellular matrix assembly, negative regulation of macrophage migration, negative regulation of collagen fibril organization, negative regulation of transforming growth factor beta receptor signaling pathway, protein-containing complex assembly, negative regulation of collagen biosynthetic process, extracellular space, collagen-containing extracellular matrix, extracellular region, integrin binding, cell-matrix adhesion mediator activity, extracellular matrix structural constituent "	macrophage
skin	inf_ctl	down	comp347878	TGFB3_MOUSE	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	-1.451768518	1.728749041	10.58436528	0.00114048	0.041685703	"GO:0051491, GO:0060391, GO:0010862, GO:0060325, GO:0010936, GO:0048702, GO:0043627, GO:0030512, GO:0005615, GO:0062023, GO:0005576, GO:0008083, GO:0034714, GO:0005114, GO:0005125, GO:0034713"	"BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF"	"positive regulation of filopodium assembly, positive regulation of SMAD protein signal transduction, positive regulation of pathway-restricted SMAD protein phosphorylation, face morphogenesis, negative regulation of macrophage cytokine production, embryonic neurocranium morphogenesis, response to estrogen, negative regulation of transforming growth factor beta receptor signaling pathway, extracellular space, collagen-containing extracellular matrix, extracellular region, growth factor activity, type III transforming growth factor beta receptor binding, type II transforming growth factor beta receptor binding, cytokine activity, type I transforming growth factor beta receptor binding "	macrophage
