Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp351860	Foxn1	FOXN1_MOUSE	Forkhead box protein N1 (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/forkhead homolog 11) (Winged-helix transcription factor nude)	2.845695118	2.968060725	31.5353442	1.96E-08	9.44E-06	"GO:0045059, GO:0048518"	"BP, BP"	"positive thymic T cell selection, positive regulation of biological process"	skin	both_ctl	up
comp346879	NA	NA	NA	2.841072328	2.392509033	17.32959974	3.14E-05	0.002003417	NA	NA	NA	skin	both_ctl	up
comp4886776	NA	NA	NA	2.833059366	1.944388007	12.04620737	0.000518979	0.014193732	NA	NA	NA	skin	both_ctl	up
comp346053	STEAP1	STEA1_PIG	Metalloreductase STEAP1 (EC 1.16.1.-) (Six transmembrane endothelial antigen of PAEC) (Six-transmembrane epithelial antigen of prostate 1)	2.829276635	2.568933151	13.98218782	0.000184551	0.007068714	"GO:0016021, GO:0031410, GO:0005886"	"CC, CC, CC"	"integral component of membrane, cytoplasmic vesicle, plasma membrane"	skin	both_ctl	up
comp353984	ALOX5AP	AL5AP_PIG	Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein) (Fragment)	2.827028618	2.657717039	16.32102971	5.35E-05	0.002902951	"GO:0016021, GO:0004602, GO:0005504, GO:0004601"	"CC, MF, MF, MF"	"integral component of membrane, glutathione peroxidase activity, fatty acid binding, peroxidase activity"	skin	both_ctl	up
comp341426	NA	NA	NA	2.821614641	1.67199661	16.74386363	4.28E-05	0.002464924	NA	NA	NA	skin	both_ctl	up
comp362834	NA	NA	NA	2.819787221	5.09582144	17.53086799	2.83E-05	0.001837704	NA	NA	NA	skin	both_ctl	up
comp363439	CXCL8	IL8_RABIT	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Neutrophil attractant/activation protein 1) (NAP-1) (Permeability factor 1) (PF1) (rPF1)	2.816794256	4.243662749	14.6130988	0.000131994	0.005480242	"GO:0071347, GO:0006955, GO:0032496, GO:0006954, GO:0071356, GO:0050900, GO:0071621, GO:0045766, GO:0090023, GO:0071222, GO:0048518, GO:0034612, GO:0002685, GO:0005576, GO:0005615, GO:0005125, GO:0008009"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF"	"cellular response to interleukin-1, immune response, response to lipopolysaccharide, inflammatory response, cellular response to tumor necrosis factor, leukocyte migration, granulocyte chemotaxis, positive regulation of angiogenesis, positive regulation of neutrophil chemotaxis, cellular response to lipopolysaccharide, positive regulation of biological process, response to tumor necrosis factor, regulation of leukocyte migration, extracellular region, extracellular space, cytokine activity, chemokine activity"	skin	both_ctl	up
comp363556	NA	NA	NA	2.802622948	4.79789739	41.91238655	9.55E-11	2.12E-07	NA	NA	NA	skin	both_ctl	up
comp344916	Abcb1a	MDR1A_MOUSE	Multidrug resistance protein 1A (EC 7.6.2.2) (ATP-binding cassette sub-family B member 1A) (MDR1A) (Multidrug resistance protein 3) (P-glycoprotein 3)	2.796158127	0.933929438	11.01761122	0.000902503	0.020524933	"GO:0035627, GO:0008643, GO:0044770, GO:0048518, GO:0055085, GO:0050892, GO:0016021, GO:0009986, GO:0016324, GO:0005886"	"BP, BP, BP, BP, BP, BP, CC, CC, CC, CC"	"ceramide transport, carbohydrate transport, cell cycle phase transition, positive regulation of biological process, transmembrane transport, intestinal absorption, integral component of membrane, cell surface, apical plasma membrane, plasma membrane"	skin	both_ctl	up
comp351217	NA	NA	NA	2.793015048	2.792986491	16.08883913	6.04E-05	0.003119555	NA	NA	NA	skin	both_ctl	up
comp350334	NA	NA	NA	2.780268498	3.242006736	15.87710916	6.76E-05	0.003390374	NA	NA	NA	skin	both_ctl	up
comp361875	GBP1	GBP1_CHLAE	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	2.762996539	2.164271702	10.08129863	0.001497817	0.02846285	"GO:0042742, GO:0005576, GO:0005886"	"BP, CC, CC"	"defense response to bacterium, extracellular region, plasma membrane"	skin	both_ctl	up
comp362136	Irgc	IIGP5_RAT	Interferon-inducible GTPase 5 (EC 3.6.5.-) (Immunity-related GTPase cinema 1)	2.762427444	3.595553699	18.5791636	1.63E-05	0.001253392	NA	NA	NA	skin	both_ctl	up
comp346725	NA	NA	NA	2.761720734	2.682699484	16.10093337	6.01E-05	0.003119555	NA	NA	NA	skin	both_ctl	up
comp350893	Upp1	UPP1_MOUSE	Uridine phosphorylase 1 (UPase 1) (UrdPase 1) (EC 2.4.2.3)	2.761549092	5.250560385	11.74461048	0.000610197	0.015784449	NA	NA	NA	skin	both_ctl	up
comp276435	NA	NA	NA	2.75350298	0.868712656	21.57639788	3.40E-06	0.000430745	NA	NA	NA	skin	both_ctl	up
comp359038	CD46	MCP_PONAB	Membrane cofactor protein (CD antigen CD46)	2.748172569	5.151788455	12.90997196	0.000326836	0.010641291	"GO:0016064, GO:0006955, GO:0045087, GO:0002455, GO:0048518, GO:0016021, GO:0031410, GO:0012506, GO:0009986"	"BP, BP, BP, BP, BP, CC, CC, CC, CC"	"immunoglobulin mediated immune response, immune response, innate immune response, humoral immune response mediated by circulating immunoglobulin, positive regulation of biological process, integral component of membrane, cytoplasmic vesicle, vesicle membrane, cell surface"	skin	both_ctl	up
comp351996	NA	NA	NA	2.747251342	1.041616629	15.68266521	7.49E-05	0.003664352	NA	NA	NA	skin	both_ctl	up
comp360609	NA	NA	NA	2.743287138	0.956770327	21.66376203	3.25E-06	0.000414718	NA	NA	NA	skin	both_ctl	up
comp348038	DHRS4	DHRS4_RABIT	Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)	2.741439613	4.074120885	10.90077908	0.000961238	0.021368899	NA	NA	NA	skin	both_ctl	up
comp341013	NA	NA	NA	2.741316582	3.108568988	9.231908798	0.002378336	0.038495537	NA	NA	NA	skin	both_ctl	up
comp345437	NA	NA	NA	2.732961788	2.37406278	9.898032572	0.001654556	0.030361173	NA	NA	NA	skin	both_ctl	up
comp324375	MOV10	MOV10_CHICK	Putative helicase MOV-10 (EC 3.6.4.13)	2.704612229	0.612418594	11.36268801	0.000749343	0.01832963	"GO:0035279, GO:0010526, GO:0048518, GO:0150011, GO:0032269, GO:0120036, GO:0043186"	"BP, BP, BP, BP, BP, BP, CC"	"mRNA cleavage involved in gene silencing by miRNA, negative regulation of transposition, RNA-mediated, positive regulation of biological process, regulation of neuron projection arborization, negative regulation of cellular protein metabolic process, plasma membrane bounded cell projection organization, P granule"	skin	both_ctl	up
comp359339	cdh1	CADH1_XENLA	Cadherin-1 (Epithelial cadherin) (E-cadherin) (Uvomorulin) (xTCAD-1)	2.703147146	2.341046655	12.7120592	0.000363305	0.011406337	"GO:0016021, GO:0005886"	"CC, CC"	"integral component of membrane, plasma membrane"	skin	both_ctl	up
comp347126	NA	NA	NA	2.702652584	0.373345164	8.97330697	0.002739523	0.042231821	NA	NA	NA	skin	both_ctl	up
comp360593	NA	NA	NA	2.680494321	0.97668662	9.015770518	0.0026766	0.041553536	NA	NA	NA	skin	both_ctl	up
comp334926	NA	NA	NA	2.674483155	1.623296649	13.08304618	0.00029798	0.009962535	NA	NA	NA	skin	both_ctl	up
comp994999	NA	NA	NA	2.671336973	0.750453534	8.742094375	0.003109472	0.045997373	NA	NA	NA	skin	both_ctl	up
comp362755	CD74	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD antigen CD74)	2.666802834	7.12148275	23.19451381	1.46E-06	0.000231487	"GO:0016064, GO:0045059, GO:0006955, GO:0046598, GO:0051291, GO:0050900, GO:0071621, GO:0045060, GO:0051085, GO:0090023, GO:0051290, GO:0019886, GO:0045655, GO:0048518, GO:0045582, GO:0002903, GO:0002504, GO:0002495, GO:0002577, GO:0002579, GO:0002685, GO:0042613, GO:0005576, GO:0016021, GO:0005615, GO:0031410, GO:0005771, GO:0012506, GO:0012507, GO:0009897, GO:0071556, GO:0009986, GO:0005886, GO:0030669, GO:0042287, GO:0023026, GO:0042609, GO:0044183, GO:0023023"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, CC, MF, MF, MF, MF, MF"	"immunoglobulin mediated immune response, positive thymic T cell selection, immune response, positive regulation of viral entry into host cell, protein heterooligomerization, leukocyte migration, granulocyte chemotaxis, negative thymic T cell selection, chaperone cofactor-dependent protein refolding, positive regulation of neutrophil chemotaxis, protein heterotetramerization, antigen processing and presentation of exogenous peptide antigen via MHC class II, regulation of monocyte differentiation, positive regulation of biological process, positive regulation of T cell differentiation, negative regulation of B cell apoptotic process, antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, antigen processing and presentation of peptide antigen via MHC class II, regulation of antigen processing and presentation, positive regulation of antigen processing and presentation, regulation of leukocyte migration, MHC class II protein complex, extracellular region, integral component of membrane, extracellular space, cytoplasmic vesicle, multivesicular body, vesicle membrane, ER to Golgi transport vesicle membrane, external side of plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, clathrin-coated endocytic vesicle membrane, MHC protein binding, MHC class II protein complex binding, CD4 receptor binding, protein binding involved in protein folding, MHC protein complex binding"	skin	both_ctl	up
comp350217	DHX58	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	2.666157093	1.532383631	19.08769044	1.25E-05	0.001049941	"GO:0006955, GO:0045087, GO:0048518"	"BP, BP, BP"	"immune response, innate immune response, positive regulation of biological process"	skin	both_ctl	up
comp525662	NA	NA	NA	2.663220242	1.38724553	22.10843481	2.58E-06	0.000348797	NA	NA	NA	skin	both_ctl	up
comp338034	NA	NA	NA	2.662823318	0.846430988	12.89494591	0.000329471	0.010709421	NA	NA	NA	skin	both_ctl	up
comp358832	NA	NA	NA	2.662162065	1.072140736	8.845313208	0.002938425	0.044228551	NA	NA	NA	skin	both_ctl	up
comp350032	NA	NA	NA	2.661133025	1.326692992	10.59889231	0.001131554	0.023863598	NA	NA	NA	skin	both_ctl	up
comp364969	Socs3	SOCS3_MOUSE	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10)	2.657884907	5.074166904	13.25749536	0.000271492	0.009339816	"GO:0009725, GO:0050728, GO:0006954, GO:0060670, GO:0050727, GO:0048518, GO:0032269"	"BP, BP, BP, BP, BP, BP, BP"	"response to hormone, negative regulation of inflammatory response, inflammatory response, branching involved in labyrinthine layer morphogenesis, regulation of inflammatory response, positive regulation of biological process, negative regulation of cellular protein metabolic process"	skin	both_ctl	up
comp365038	MR1	HMR1_PONAB	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein)	2.645630232	8.554564873	38.48212573	5.53E-10	6.07E-07	"GO:0002474, GO:0042742, GO:0006955, GO:0045087, GO:0032611, GO:0042612, GO:0016021, GO:0005886"	"BP, BP, BP, BP, BP, CC, CC, CC"	"antigen processing and presentation of peptide antigen via MHC class I, defense response to bacterium, immune response, innate immune response, interleukin-1 beta production, MHC class I protein complex, integral component of membrane, plasma membrane"	skin	both_ctl	up
comp208397	NA	NA	NA	2.634467444	0.840985409	11.68877341	0.000628783	0.016117569	NA	NA	NA	skin	both_ctl	up
comp349822	NA	NA	NA	2.628597208	2.195380133	11.82137326	0.000585547	0.015329517	NA	NA	NA	skin	both_ctl	up
comp354843	DTNA	DTNA_HUMAN	Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3)	2.624997517	4.245725717	27.06427709	1.97E-07	5.56E-05	"GO:0007267, GO:0005886, GO:0030165"	"BP, CC, MF"	"cell-cell signaling, plasma membrane, PDZ domain binding"	skin	both_ctl	up
comp359463	ugcg	CEGT_XENTR	Ceramide glucosyltransferase (EC 2.4.1.80) (UDP-glucose ceramide glucosyltransferase)	2.620226227	6.205326294	15.05286871	0.000104541	0.004738644	GO:0016021	CC	integral component of membrane	skin	both_ctl	up
comp2758788	Tgm5	TGM5_MOUSE	Protein-glutamine gamma-glutamyltransferase 5 (EC 2.3.2.13) (Transglutaminase-5) (TGase-5)	2.606826779	0.853018616	19.21597411	1.17E-05	0.001012805	"GO:0018149, GO:0003810"	"BP, MF"	"peptide cross-linking, protein-glutamine gamma-glutamyltransferase activity"	skin	both_ctl	up
comp348979	CKAP4	CKAP4_HUMAN	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	2.605259987	2.716058966	19.52207814	9.94E-06	0.000927031	"GO:0006955, GO:0005576, GO:0016021, GO:0005615, GO:0031410, GO:0012506, GO:0005886"	"BP, CC, CC, CC, CC, CC, CC"	"immune response, extracellular region, integral component of membrane, extracellular space, cytoplasmic vesicle, vesicle membrane, plasma membrane"	skin	both_ctl	up
comp358784	VNN3	VNN3_HUMAN	Vascular non-inflammatory molecule 3 (Vanin-3) (EC 3.5.1.92)	2.586887495	5.377365978	28.74529215	8.26E-08	2.86E-05	"GO:0005576, GO:0031225, GO:0005886"	"CC, CC, CC"	"extracellular region, anchored component of membrane, plasma membrane"	skin	both_ctl	up
comp334643	Ang	ANGI_MOUSE	Angiogenin (EC 3.1.27.-) (Angiogenin-1) (Ribonuclease 5) (RNase 5)	2.580350212	2.674088523	13.15632724	0.00028655	0.009713701	"GO:0009725, GO:0042742, GO:0006955, GO:0045087, GO:0050832, GO:0019731, GO:0048518, GO:0001666, GO:0050830, GO:0032269, GO:0005576, GO:0031012, GO:0005615, GO:0031410, GO:0042803, GO:0004540"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, MF, MF"	"response to hormone, defense response to bacterium, immune response, innate immune response, defense response to fungus, antibacterial humoral response, positive regulation of biological process, response to hypoxia, defense response to Gram-positive bacterium, negative regulation of cellular protein metabolic process, extracellular region, extracellular matrix, extracellular space, cytoplasmic vesicle, protein homodimerization activity, ribonuclease activity"	skin	both_ctl	up
comp347325	NA	NA	NA	2.579748483	1.992507497	23.78728956	1.08E-06	0.000180331	NA	NA	NA	skin	both_ctl	up
comp266065	NA	NA	NA	2.576162583	0.815510968	9.303267621	0.002287455	0.037609795	NA	NA	NA	skin	both_ctl	up
comp357789	NA	NA	NA	2.57452562	2.305518831	14.7051366	0.000125703	0.005319652	NA	NA	NA	skin	both_ctl	up
comp350570	NA	NA	NA	2.573304001	5.021401294	12.79309932	0.0003479	0.011089602	NA	NA	NA	skin	both_ctl	up
comp703227	SLC22A5	S22A5_HUMAN	Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2)	2.567606532	0.558750462	8.713361463	0.003158862	0.046243401	"GO:0015697, GO:0048518, GO:0055085, GO:0005576, GO:0016021, GO:0005615, GO:0016324, GO:0005886, GO:0030165, GO:0015651"	"BP, BP, BP, CC, CC, CC, CC, CC, MF, MF"	"quaternary ammonium group transport, positive regulation of biological process, transmembrane transport, extracellular region, integral component of membrane, extracellular space, apical plasma membrane, plasma membrane, PDZ domain binding, quaternary ammonium group transmembrane transporter activity"	skin	both_ctl	up
comp358815	NA	NA	NA	2.547674024	5.39293445	17.0133424	3.71E-05	0.002209531	NA	NA	NA	skin	both_ctl	up
comp359107	NA	NA	NA	2.546186333	0.980735716	13.83521823	0.00019956	0.007483705	NA	NA	NA	skin	both_ctl	up
comp83512	NA	NA	NA	2.545955887	2.461115873	12.58581754	0.000388685	0.011890993	NA	NA	NA	skin	both_ctl	up
comp357984	NA	NA	NA	2.544921604	2.527345457	10.35370676	0.00129215	0.025837105	NA	NA	NA	skin	both_ctl	up
comp362324	NA	NA	NA	2.543944688	8.031981201	30.78911669	2.88E-08	1.28E-05	NA	NA	NA	skin	both_ctl	up
comp356035	Ppif	PPIF_RAT	"Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Rotamase F)"	2.542213757	4.863153146	15.49633828	8.27E-05	0.003926674	"GO:0090200, GO:0002931, GO:0090201, GO:0048518, GO:0055085, GO:0016021"	"BP, BP, BP, BP, BP, CC"	"positive regulation of release of cytochrome c from mitochondria, response to ischemia, negative regulation of release of cytochrome c from mitochondria, positive regulation of biological process, transmembrane transport, integral component of membrane"	skin	both_ctl	up
comp363694	NA	NA	NA	2.541870229	4.950626958	17.77590898	2.49E-05	0.001670512	NA	NA	NA	skin	both_ctl	up
comp299022	NA	NA	NA	2.5312178	0.574939398	11.49049822	0.000699529	0.017455541	NA	NA	NA	skin	both_ctl	up
comp341673	NA	NA	NA	2.530809649	2.156725596	14.97394486	0.000109006	0.0048857	NA	NA	NA	skin	both_ctl	up
comp288211	SBNO2	SBNO2_BOVIN	Protein strawberry notch homolog 2	2.524223233	0.664093874	9.581117215	0.001965887	0.034203019	"GO:0006955, GO:0006954, GO:0002281, GO:0071354, GO:0050727, GO:0048518, GO:0030316, GO:0001503"	"BP, BP, BP, BP, BP, BP, BP, BP"	"immune response, inflammatory response, macrophage activation involved in immune response, cellular response to interleukin-6, regulation of inflammatory response, positive regulation of biological process, osteoclast differentiation, ossification"	skin	both_ctl	up
comp339056	Dleu7	LEU7_MOUSE	Leukemia-associated protein 7 homolog (Deleted in lymphocytic leukemia 7 homolog)	2.523357734	4.052336719	12.7285865	0.000360109	0.011368732	NA	NA	NA	skin	both_ctl	up
comp359041	phlda2	PHLA2_XENLA	Pleckstrin homology-like domain family A member 2 (Imprinted in placenta and liver protein)	2.522728623	6.128306303	16.57914396	4.67E-05	0.002619796	NA	NA	NA	skin	both_ctl	up
comp361383	H2-DMa	DMA_MOUSE	"Class II histocompatibility antigen, M alpha chain"	2.520423193	3.090721143	13.04696312	0.000303777	0.010089977	"GO:0016064, GO:0045059, GO:0006955, GO:0002922, GO:0051085, GO:0019886, GO:0048518, GO:0045582, GO:0002504, GO:0002495, GO:0042613, GO:0016021, GO:0031410, GO:0005771, GO:0009986, GO:0005886, GO:0023026, GO:0023023"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, MF, MF"	"immunoglobulin mediated immune response, positive thymic T cell selection, immune response, positive regulation of humoral immune response, chaperone cofactor-dependent protein refolding, antigen processing and presentation of exogenous peptide antigen via MHC class II, positive regulation of biological process, positive regulation of T cell differentiation, antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, antigen processing and presentation of peptide antigen via MHC class II, MHC class II protein complex, integral component of membrane, cytoplasmic vesicle, multivesicular body, cell surface, plasma membrane, MHC class II protein complex binding, MHC protein complex binding"	skin	both_ctl	up
